100 | 1000000000 | 999999901 999999902 999999903 999999904 999999905 999999906 999999907 999999908 999999909 999999910 999999911 999999912 999999913 999999914 999999915 999999916 999999917 999999918 999999919 999999920 999999921 999999922 999999923 999999924 999999925 999999926 999999927 999999928 999999929 999999930 999999931 999999932 999999933 999999934 999999935 999999936 999999937 999999938 999999939 999999940 999999941 999999942 999999943 999999944 999999945 999999946 999999947 999999948 999999949 999999950 999999951 999999952 999999953 999999954 999999955 999999956 999999957 999999958 999999959 999999960 999999961 999999962 999999963 999999964 999999965 999999966 999999967 999999968 999999969 999999970 999999971 999999972 999999973 999999974 999999975 999999976 999999977 999999978 999999979 999999980 999999981 999999982 999999983 999999984 999999985 999999986 999999987 999999988 999999989 999999990 999999991 999999992 999999993 999999994 999999995 999999996 999999997 999999998 999999999 1000000000
90 | 618053025 | 183522 557987 2970998 11538436 37693469 38271061 47151582 54582486 56892025 60345496 64901047 67431476 72303087 75813196 92754818 93488063 125297572 125985536 128746894 132589508 136323735 143928899 146233127 150444662 183243677 195832062 223317684 241839002 243001820 243673015 245961257 254896301 277081569 287063695 294551088 297460580 299048379 303647060 335919026 337576629 338296838 343322128 344735991 344994131 349414055 369191943 370536075 392606771 395238950 431539093 432381547 433801729 449355712 469409211 494192554 499479613 505599253 511182199 514684085 520409314 528434151 548650511 554268230 563929918 564468558 571488546 577167470 589207279 610037896 612578140 613564769 616304876
43 | 68805974 | 472764 2957758 3423044 4185651 4633809 5728524 5846990 7238581 7495574 9059228 9208884 9554153 10502276 10510937 11252337 11585691 11959220 12145971 12854745 13024521 13179703 13291708 13336299 14414021 15889743 15997310 16726241 17159938 17575556 17807435 17965366 18723247 18732265 21671650 24170131 24311844 24757621 24916989 29107777 30448902 32043656 32468952 35014015 36725060 37207603 38121103 38405394 38522308 38782498 41352972 41576419 45727316 45806591 46229861 47300167 47445698 51978030 52660597 54993882 56051331 56893961 59190216 61352382 62300839 62307725 62748669 63058679 64492633 64863891 65820418
99 | 58688034 | 408718 623237 800662 1226107 1707766 2106025 3173900 3366580 4375575 5107536 7089252 8747149 9707652 10977767 11245567 11509636 11647809 12125800 12668106 14360309 14611256 14942940 15072520 15684600 15715056 16094486 17521097 18815805 20623088 22762859 23037793 23070240 23175712 23555785 25093359 25342904 25453905 27100059 27155654 27411676 27666933 28332468 28875413 29057752 29100664 29912945 29958256 31416138 32086939 32377681 33864611 34416682 34795690 35411156 36502923 36648379 37983403 38141941 38881374 38918348 39087204 39235305 39328216 40247694 40969457 41824573 42228304 42962790 43354076 43518930 43587912 43885187 44082737 44509202 47275582 47280927 47479248 48652744 51320687 51567628 51814111 52063563 52259668 52785033 52895685 53774489 55078940 55164146 56351592 57378261 57409721 58206538 58347436
52 | 954777318 | 730964 4870490 23503384 25982992 30427462 33267875 34706717 36784313 42717517 76860967 92879842 109487210 110862925 120878004 123774402 139815857 199119482 201668231 215087601 225579045 226483534 227303944 233048702 234390457 241626565 272869083 281452113 304293471 304499339 327341969 329840332 331065562 353703896 361639986 395121290 402188039 415969791 440889659 451433057 467728087 481895749 500603411 501830858 525963086 537034470 538524719 548938429 563310409 567373880 575104544 596409416 612487739 614792012 616399596 621192543 651315632 674741702 677966495 693323595 696128078 725863772 747794981 780779759 792083603 823535095 840591530 874253305 878250395 883052601 913318101 936318324
77 | 947979804 | 196593121 497567704 521060044 645404871
12 | 484197244 | 22982192 38441675 48957720 132936798 133068242 136767274 175133257 179352875 180103537 222001936 224588336 287841345 304428532 315809899 323810952 350722506 373008110 373448822 386912428 416343487 445956702 476458688
46 | 538549457 | 3454810 47011727 59502472 88588221 106780987 124769251 140222096 141216542 146101096 150090369 159721771 160972907 182340065 185677756 189430933 189930281 196055088 199694963 214442608 224556369 247443358 298584900 314827502 336026066 360329063 363328534 416060715 422016212 423317865 429451366 442244076 446918283 453280875 459871541 463454150 473598434 476103249 481249766 492300720 505417815 527527637 531567454
23 | 236732117 | 1326390 10966705 12678492 15481949 24577897 25522065 27658139 33243297 34008735 40970244 41313244 44567387 44794203 46262041 46974212 47600319 50606729 51210010 55700552 56540743 58365705 63721786 64257138 67490658 68980864 70519882 71683662 72180410 72627149 72965426 75320635 75416584 81882637 93930582 100390892 100863197 102148626 105253478 106013906 110121088 110658458 113458658 113584172 130654532 131051680 137613883 138735843 139895500 140361315 143051063 145495232 149717874 164436333 165016160 166527698 172832050 173069740 173273158 173836112 174302142 174757457 176907372 180148864 181131717 181392076 182395330 183081636 183716399 188353354 188736859 193917587 196085140 200776155 201124450 206842251 207371623 207800870 209213397 212017236 212417714 212731732 222802790 224317826 224951799 225407303 226173740 228827794 232525805 235511016
93 | 149095564 | 5879994 10357828 19744505 20242579 33942382 40768181 42570452 48803074 51578109 52388663 53534879 54867099 55193295 58006412 60322385 60915473 67894133 68050202 68992284 70406249 81516894 84430214 85758998 89184627 96700234 110556771 118616621 121388994 127071599 131746598 144116725 145244856
86 | 812898095 | 4472380 29698432 42550610 46861449 71602073 78290648 107005565 108972328 116799911 127369545 153875996 169638457 187987510 196763166 204689038 286126775 288762462 293489086 297226907 312328341 360256378 380243962 393623508 396023877 415119494 450966888 452975261 473576415 474053971 492433738 494818191 495291467 500352402 502100768 502752835 514575340 520062849 537752118 557620257 559790567 560467134 565623459 576217019 578001559 578282610 592337957 626188917 636421404 650085585 653553398 682154231 685499026 685616130 686597696 689662091 701774380 713499995 713514016 724565436 740223221 742040373 757763351 767050179 788304425 805701598 812193111
81 | 509087765 | 770112 3579607 19472673 38568933 44846944 48832721 58698238 66361813 96859064 104751315 119227099 119937838 126283791 126512762 134616966 187863154 190425395 193220842 196604618 197127842 199216090 200913591 213350697 246762663 253387587 253961340 277846078 292531257 323681256 327112748 327316341 339907703 343055927 356292206 359810413 359823877 364404694 368674642 378582881 380861466 383044670 389693294 395656070 414961348 451471738 451724138 478704931 491059530 495908044 500696214 504123247
52 | 872560952 | 61569840 64441642 105462704 120087843 304308682 446801577 473348365 477130950 528640325 570547574 574123270 601453303 622269474 646730998 694908183 696288815 798975531
1 | 16 | 1 2 4 8 16
22 | 129184449 | 2260160 3109141 3681374 3698918 3940934 5184037 5755423 6011389 6076621 6188544 6508414 8551028 15424429 15621835 18355047 18580648 21692968 22791782 27528963 28524690 29245945 29852446 29994176 31883773 33157555 34345493 35936259 38000246 39375684 40411677 42555608 42677221 42747742 43470305 46637712 46852751 47073236 48435666 53549574 56301834 56697326 57375983 58302513 58825223 63038929 65014025 65797581 66233797 67581996 70729573 71280084 73925131 75163310 75663414 76312470 82411632 82783608 87234364 92710874 93012346 93945261 94325386 98995632 99750102 100536483 100707844 104957240 109898845 110716376 114251274 115205621 116129960 119798297 120661287 123698770 123888212 125901151 126580867
28 | 147409866 | 2739149 5363842 8733532 8768542 13111813 13924474 13988555 15370087 16964010 20991221 21268449 22436842 26805258 28057200 31822036 34446962 37073913 38103952 39407429 43577963 44435503 47965057 55392091 56103825 61131628 61916821 61925870 62503776 62564063 62659326 66798740 66834825 67178669 68479180 69652950 70808077 71513614 76727363 76865572 79343127 79581771 81063306 81110635 81564648 81989771 83329653 84010620 86850633 89077052 89115121 90949549 92450980 94682257 99938960 100220426 104005834 104276983 110821693 112866774 113134046 115903258 118775647 119556097 120112037 121759819 121781494 124561691 125708751 126405042 127935811 130287808 131600009 136231030 137915404 140053593 142427216 144307988 145539255 147387260
63 | 743440303 | 123400320 327328356 606316610 671555691 725230859
24 | 240701225 | 1480958 3690521 7203250 8773382 16256824 31794940 35106309 35681000 75843066 128583082 136230411 137291856 142371686 154094262 190360583 214120334 223848782
64 | 969957419 | 7156834 36638285 45450466 47332937 60449844 69295039 70345700 74160543 123058860 129817999 137078678 165138093 177813082 206445901 215446954 256512861 274191084 286057320 290680465 300577846 310290828 327596916 337251145 363107080 402633955 411923673 424921347 427371085 455550154 491971442 589358510 606018204 630839650 671909387 702563922 741803229 752588939 857950267 875317489 893742060 922805570 933369568
27 | 895553403 | 4183977 74332154 82545607 93040318 111146909 120375581 120594543 127195610 178318174 183386604 201088994 215060671 228321989 253914552 255000426 258171400 261277630 265275260 271313107 310279901 314150342 316243529 346565651 348075151 358627157 360702264 401919711 406828500 415925881 423932107 428942018 433328931 439843247 444384879 466766959 467864621 484426087 500177970 500834135 535325470 543247253 573695716 596735800 609380004 644356574 657377812 667965137 671933406 700728335 712242742 722389575 732949453 734034730 748804699 762698768 773909480 775213976 777678074 778618430 778655452 799345083 817235017 827304711 880326815 886922150 887977379 895232292
90 | 644234855 | 14029525 45596677 52848545 81851838 104025709 124497337 129800071 155322459 161167975 259582095 292894503 294804756 299246371 379523130 397251181 406609168 423836877 432905988 499973648 511795838 589075075 594295627 600431232 606765772 608611376 619101628
87 | 803122491 | 7729073 13943682 22975523 39730025 50514584 53611245 54519446 68157040 93184815 94461710 112774570 129578171 141242815 148754791 153097366 163011310 170650406 173990598 175058421 175883170 178119079 185182892 188030556 191923862 205230470 212374600 219575675 233074637 270326239 285870280 286917291 288614430 300037922 300388286 305865553 320474433 324972360 333171556 334384954 340841414 352370253 354071846 358220992 369595225 382648541 385193649 400433536 406763422 410895448 416380649 426645619 427705573 427995847 429827128 437242352 445157489 457678610 461993437 466462786 472658246 478582393 482665100 497454574 497479914 527620945 533138275 535471268 552646668 559920989 570639762 578345419 585666505 591842236 595512687 613635674 614536873 624145872 630792413 632083492 633545946 652160783 662009146 669786188 670195702 688147576 722899722 732808750 733661786 739874519 741001712 744880972 779040828 782683491 783135465 788485181 788601240 796766840
34 | 94817007 | 35630 1270354 2448283 2597155 3391444 5287701 5487744 5516509 5898586 5914587 6319296 9540347 12213682 12527327 13758919 14476785 16049928 18318802 18972729 19510440 20497562 20730598 20824920 22382863 23236540 24130915 24617982 25878682 26853872 26875841 32379270 32609712 33306022 34286229 35827154 36323717 38613735 39162864 39993659 40141905 41123303 42201776 44243166 44387002 47048523 48286187 48804570 54411246 54677418 55697724 55895432 56212756 56563136 57297201 58060837 60126665 60489709 60556862 62097842 62339941 62516889 62775156 64079501 68025514 68258447 68374191 69076040 72123076 73634022 75246954 76572714 77696932 79667734 80540049 80800123 81921071 82924609 83994854 84584012 84895576 84927518 86267734 87167942 87570119 88271217 88886266 90296263 91434736 93426530 93831930 93844365 94335431 94597002
92 | 305763623 | 101046859 181636786
45 | 249065552 | 1466992 1900085 2660049 4961680 4970329 9458768 13804880 14116159 16236716 16403756 16861411 18244902 20316417 24473769 30331532 30806215 33644136 34111065 35196988 36414334 37869827 39082668 45158174 48118279 48417329 49019501 64641788 65449278 68150356 68283584 85301354 88151938 91925259 93821795 93868486 94003295 96909325 98748120 101205098 102836185 105944280 111297762 117522366 118843411 124274407 126202897 126892132 127017149 128220291 130627052 136914334 138309511 139316858 140520791 142630173 144756578 146205901 151873497 156869029 161074242 166001922 166565871 170337308 177361377 182335518 184187079 186584905 187992735 188148450 190331399 191354172 192254161 195182608 195927520 196716118 196920404 203801247 203853143 205141004 206078639 206999844 207532891 209949614 211815843 212148130 213445419 214052348 232157946 235753945 239332889 239779851 241496745 245555345 245870886 246312071 246951687 247740160 247968340 248504225 248671268
15 | 346496442 | 613420 4590078 22777631 34375087 38095302 39856989 42567088 50677634 60262532 66791402 67426269 82229729 82539320 83549835 87038811 91214608 93718252 101387213 102325169 105153046 108379341 110289742 116147846 120691488 126231579 131998647 134374229 146323614 166729182 168103848 172394207 176608767 179874816 193575471 193605504 193709069 201236323 209581414 220431458 225232785 232032718 236847720 237749909 240612785 253108410 264666344 264719510 266616679 268989400 269912761 278367771 283181723 290817845 297475674 302839993 311133500 316385034 324121863 324896480 328287683 330549765 333576131 334749221 336570765 340787530
27 | 170087102 | 677509 2201268 2657820 3835421 7474972 8152117 9983062 12659933 13392938 18862722 20050754 21060877 24322437 27422514 30909223 34234192 35108440 35783558 36768793 40283928 41255554 42114553 44138088 44944089 50649326 54212523 55275237 56509896 57510872 61733167 62373823 64266391 65175483 65832558 68438209 70898442 71507063 71824426 76538985 76633951 81266007 81551196 83859273 83862727 85321502 85429527 87584373 88663379 89275432 90825487 92257857 93689900 95938857 96066566 96759330 98009935 98418238 102854569 103637342 104550733 124505456 128037869 128375667 130689344 131057465 131262695 131430083 132979084 135140861 138889137 141338742 143258809 143783318 145604706 149831908 152333668 156573200 157707114 161237270 161533172 162544992 163868971 167983098 169515776
1 | 27 | 3 7
12 | 475041717 | 172364 7560066 7745002 8670613 14358564 17327544 52320428 53312650 55861391 61751512 64280234 67331297 71927547 78476090 79629653 88682359 91357951 92072381 93031353 97401185 101263737 104867094 116738884 121916596 124136811 125567796 128055864 128259187 129879801 134993450 144584843 146612245 148651484 149274505 155034543 155100122 186178988 189240070 201336733 207023658 222208046 222503561 227771638 230025727 231558484 234175032 235479390 235837090 241193870 259548607 261027145 266637327 302388375 309899729 311743651 312587769 319395258 324421886 330100538 343536027 344735063 345124143 345490157 347523043 348767383 356203673 357212337 363849958 365391364 369746946 373452016 377287021 378816154 394686927 395351265 404027112 407962297 416343235 420350389 424938476 430293479 431545089 434132989 439690776 447525049 453829991 457669776 458550085 461106711 461775888 469377417 470242445 470632406
72 | 228644873 | 3810296 8907410 12429241 14493492 15094072 15816858 17244501 17273112 17778227 25435391 30719677 40125485 42366448 55514245 57028922 58829224 62713482 66311487 69918467 71040377 75175954 77455636 80565027 84787284 89029234 90919898 96217940 100899487 104010840 104051164 119953368 121514921 121666719 123503694 127882995 128010069 134704716 135542097 142563302 143296930 147532818 154821511 158257375 159926743 161812810 164705885 170915749 172198068 175394847 175811814 176367753 178751810 182918840 187039054 187879536 189407612 199357165 199411838 200907198 201228289 202329397 207034546 207143699 208293800 214684351 223938430
19 | 943368000 | 43606773 99399846 313368014 330112961 355943647 376717585 424698983 531742955 631807594 650168237 662243153 704950666 766173339 847498431 899113895 909569972 920493168
43 | 539198683 | 19310772 35938526 43533645 70321100 79349237 88873117 90909938 103901166 103957448 141482376 141984843 186150525 225785898 232140450 236754083 244085470 262823928 276534795 281888723 292855256 323615177 347565693 358642731 406095365 411401432 425611350 440744935 441155532 443237501 462915267 514186584 524448201 532848969
9 | 429606056 | 1820361 6197768 8684232 13104860 22947337 33633315 46413400 53574982 65232649 78492177 83079788 140163755 146075966 153307836 154997913 157288990 168524961 171373077 177996614 243554173 251452249 253007931 277363574 293364043 329175089 330063364 331531417 332065965 346627948 374479835 383764859 392416911 397625550 398301499 410949334
75 | 944325586 | 12406006 18674446 22445031 69979372 77116494 90809984 92010532 95424723 109139749 110188240 111489324 130053978 132524150 135730426 138490078 163841092 184224636 210833341 239681208 251933401 258069038 258357213 264011666 282118218 287093659 297987216 315889112 330410539 344288773 346403069 370284007 374740938 388243344 433784709 447029567 464448680 470377380 474492345 478978119 481621149 486199280 489878538 498382575 524213221 528302756 532984470 537129532 539809823 616185918 635307964 666170301 666965537 674085232 692070908 702415811 706932950 715454420 715509145 726108654 728941606 729441829 737608056 757632920 769383173 771308374 771708235 782324646 789470416 789609738 797630288 818232405 824312766 832796259 847050184 853185340 854350539 856707331 860930557 865568934 871232749 881225098 897944583 910101021 911430167 924724743 926256783 928586128 933913191
